Networks/mnist_11_multi_lin_3.onnx,Properties/prop_11_multi_lin_3_label_0.vnnlib,20
Networks/mnist_99_multi_lin_3.onnx,Properties/prop_99_multi_lin_3_label_9.vnnlib,20
Networks/mnist_60_multi_lin_3.onnx,Properties/prop_60_multi_lin_3_label_6.vnnlib,20
Networks/mnist_93_multi_lin_3.onnx,Properties/prop_93_multi_lin_3_label_7.vnnlib,20
Networks/mnist_27_multi_lin_3.onnx,Properties/prop_27_multi_lin_3_label_9.vnnlib,20
Networks/mnist_6_multi_lin_3.onnx,Properties/prop_6_multi_lin_3_label_8.vnnlib,20
Networks/mnist_28_multi_lin_3.onnx,Properties/prop_28_multi_lin_3_label_3.vnnlib,20
Networks/mnist_72_multi_lin_3.onnx,Properties/prop_72_multi_lin_3_label_4.vnnlib,20
Networks/mnist_47_multi_lin_3.onnx,Properties/prop_47_multi_lin_3_label_2.vnnlib,20
Networks/mnist_87_multi_lin_3.onnx,Properties/prop_87_multi_lin_3_label_2.vnnlib,20
Networks/mnist_91_multi_lin_3.onnx,Properties/prop_91_multi_lin_3_label_8.vnnlib,20
Networks/mnist_30_multi_lin_3.onnx,Properties/prop_30_multi_lin_3_label_3.vnnlib,20
Networks/mnist_32_multi_lin_3.onnx,Properties/prop_32_multi_lin_3_label_4.vnnlib,20
Networks/mnist_56_multi_lin_3.onnx,Properties/prop_56_multi_lin_3_label_0.vnnlib,20
Networks/mnist_52_multi_lin_3.onnx,Properties/prop_52_multi_lin_3_label_1.vnnlib,20
Networks/mnist_62_multi_lin_3.onnx,Properties/prop_62_multi_lin_3_label_3.vnnlib,20
Networks/mnist_37_multi_lin_3.onnx,Properties/prop_37_multi_lin_3_label_7.vnnlib,20
Networks/mnist_84_multi_lin_3.onnx,Properties/prop_84_multi_lin_3_label_5.vnnlib,20
Networks/mnist_23_multi_lin_3.onnx,Properties/prop_23_multi_lin_3_label_8.vnnlib,20
Networks/mnist_36_multi_lin_3.onnx,Properties/prop_36_multi_lin_3_label_6.vnnlib,20
